IdVenda,DataMovimentacao,NomeLocal,IdMercadoria,NomeMercadoria,Grupo,Receita,Custo,Qtde.
19265753,10/7/2024,LOJA A,7168,Produto 1275,Grupo 3,"R$ 5,00","R$ 2,88",2
19265757,10/7/2024,LOJA A,4548,Produto 22,Grupo 4,"R$ 3,25","R$ 3,07",1
19265758,10/7/2024,LOJA B,3171,Produto 37,Grupo 3,"R$ 4,50","R$ 2,51",1
19265760,10/7/2024,LOJA B,1798,Produto 1716,Grupo 2,"R$ 2,83","R$ 1,83",1
19265770,10/7/2024,LOJA B,1934,Produto 1321,Grupo 3,"R$ 2,00","R$ 1,28",1
19265772,10/7/2024,LOJA B,91,Produto 17,Grupo 3,"R$ 10,50","R$ 6,12",3
19265775,10/7/2024,LOJA B,1927,Produto 807,Grupo 2,"R$ 5,99","R$ 3,47",2
19265775,10/7/2024,LOJA B,1955,Produto 183,Grupo 5,"R$ 1,67","R$ 0,77",2
19265779,10/7/2024,LOJA B,91,Produto 17,Grupo 3,"R$ 14,00","R$ 8,16",4
19265785,10/7/2024,LOJA B,1952,Produto 887,Grupo 3,"R$ 8,99","R$ 5,00",3
19265788,10/7/2024,LOJA B,1180,Produto 736,Grupo 3,"R$ 11,00","R$ 5,98",3
19265791,10/7/2024,LOJA B,1962,Produto 61,Grupo 3,"R$ 5,33","R$ 3,00",2
19265797,10/7/2024,LOJA B,7865,Produto 694,Grupo 3,"R$ 2,66","R$ 1,53",1
19265802,10/7/2024,LOJA A,115,Produto 4,Grupo 4,"R$ 3,67","R$ 3,46",1
19265814,10/7/2024,LOJA B,1990,Produto 439,Grupo 3,"R$ 6,67","R$ 4,99",2
19265822,10/7/2024,LOJA A,1869,Produto 1185,Grupo 14,"R$ 5,33","R$ 3,00",2
19265823,10/7/2024,LOJA B,1520,Produto 2343,Grupo 3,"R$ 5,00","R$ 2,81",1
19265835,10/7/2024,LOJA A,3182,Produto 490,Grupo 3,"R$ 4,33","R$ 2,30",1
19265843,10/7/2024,LOJA A,3171,Produto 37,Grupo 3,"R$ 9,00","R$ 5,03",2
19265843,10/7/2024,LOJA A,9624,Produto 33,Grupo 1,"R$ 2,00","R$ 0,85",2
19265846,10/7/2024,LOJA A,3171,Produto 37,Grupo 3,"R$ 9,00","R$ 5,03",2
19265869,10/7/2024,LOJA B,7865,Produto 694,Grupo 3,"R$ 2,66","R$ 1,53",1
19265873,10/7/2024,LOJA B,3117,Produto 128,Grupo 4,"R$ 4,17","R$ 3,94",1
19265876,10/7/2024,LOJA B,3171,Produto 37,Grupo 3,"R$ 4,50","R$ 2,51",1
19265886,10/7/2024,LOJA B,3164,Produto 15,Grupo 4,"R$ 4,33","R$ 4,10",2
19265886,10/7/2024,LOJA B,1637,Produto 60,Grupo 4,"R$ 2,17","R$ 2,01",1
19265899,10/7/2024,LOJA B,4547,Produto 103,Grupo 4,"R$ 3,58","R$ 3,38",1
19265907,10/7/2024,LOJA B,1955,Produto 183,Grupo 5,"R$ 0,83","R$ 0,39",1
19265923,10/7/2024,LOJA A,1962,Produto 61,Grupo 3,"R$ 2,67","R$ 1,50",1
19265925,10/7/2024,LOJA B,3164,Produto 15,Grupo 4,"R$ 4,33","R$ 4,10",2
19265928,10/7/2024,LOJA A,3164,Produto 15,Grupo 4,"R$ 2,17","R$ 2,05",1
19265929,10/7/2024,LOJA B,3193,Produto 6,Grupo 3,"R$ 4,00","R$ 2,07",1
19265932,10/7/2024,LOJA B,7040,Produto 475,Grupo 1,"R$ 1,33","R$ 0,65",1
19265935,10/7/2024,LOJA A,120,Produto 325,Grupo 3,"R$ 27,50","R$ 15,66",3
19265936,10/7/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 10,99","R$ 6,12",3
19265939,10/7/2024,LOJA B,1990,Produto 439,Grupo 3,"R$ 16,67","R$ 12,47",3
19265951,10/7/2024,LOJA B,138,Produto 42,Grupo 3,"R$ 3,33","R$ 1,74",1
19265954,10/7/2024,LOJA B,1517,Produto 91,Grupo 10,"R$ 2,17","R$ 1,26",1
19265954,10/7/2024,LOJA B,3193,Produto 6,Grupo 3,"R$ 4,00","R$ 2,07",1
19265961,10/7/2024,LOJA B,1962,Produto 61,Grupo 3,"R$ 6,67","R$ 4,51",3
19265970,10/7/2024,LOJA B,3218,Produto 2073,Grupo 2,"R$ 5,99","R$ 3,67",2
19265970,10/7/2024,LOJA B,91,Produto 17,Grupo 3,"R$ 10,50","R$ 6,12",3
19265974,10/7/2024,LOJA B,3193,Produto 6,Grupo 3,"R$ 4,00","R$ 2,07",1
19265977,10/7/2024,LOJA B,9998,Produto 449,Grupo 10,"R$ 1,33","R$ 0,44",1
19265981,10/7/2024,LOJA A,1922,Produto 2972,Grupo 3,"R$ 7,99","R$ 4,61",2
19265988,10/7/2024,LOJA B,1990,Produto 439,Grupo 3,"R$ 6,67","R$ 4,99",2
19265990,10/7/2024,LOJA B,1990,Produto 439,Grupo 3,"R$ 6,67","R$ 4,99",2
19265993,10/7/2024,LOJA B,138,Produto 42,Grupo 3,"R$ 3,33","R$ 1,74",1
19265999,10/7/2024,LOJA B,91,Produto 17,Grupo 3,"R$ 3,50","R$ 2,04",1
19266001,10/7/2024,LOJA B,3164,Produto 15,Grupo 4,"R$ 2,17","R$ 2,05",1
19266006,10/7/2024,LOJA B,1990,Produto 439,Grupo 3,"R$ 6,67","R$ 4,99",2
19266027,10/7/2024,LOJA B,7122,Produto 55,Grupo 1,"R$ 1,66","R$ 0,86",1
19266027,10/7/2024,LOJA B,3193,Produto 6,Grupo 3,"R$ 4,00","R$ 2,07",1
19266028,10/7/2024,LOJA A,117,Produto 45,Grupo 3,"R$ 1,83","R$ 1,05",1
19266032,10/7/2024,LOJA B,6826,Produto 4033,Grupo 1,"R$ 1,66","R$ 0,86",1
19266032,10/7/2024,LOJA B,1672,Produto 132,Grupo 5,"R$ 0,83","R$ 0,34",1
19266032,10/7/2024,LOJA B,1982,Produto 122,Grupo 5,"R$ 0,67","R$ 0,39",1
19266034,10/7/2024,LOJA A,2046,Produto 408,Grupo 3,"R$ 1,33","R$ 0,79",1
19266040,10/7/2024,LOJA B,91,Produto 17,Grupo 3,"R$ 10,50","R$ 6,12",3
19266050,10/7/2024,LOJA B,9998,Produto 449,Grupo 10,"R$ 2,67","R$ 0,89",2
19266051,10/7/2024,LOJA B,138,Produto 42,Grupo 3,"R$ 3,33","R$ 1,74",1
19266052,10/7/2024,LOJA A,1971,Produto 1505,Grupo 2,"R$ 3,00","R$ 1,73",1
19266052,10/7/2024,LOJA A,1962,Produto 61,Grupo 3,"R$ 2,67","R$ 1,50",1
19266052,10/7/2024,LOJA A,3133,Produto 1933,Grupo 3,"R$ 7,99","R$ 4,81",4
19266054,10/7/2024,LOJA B,116,Produto 253,Grupo 18,"R$ 4,33","R$ 2,42",1
19266057,10/7/2024,LOJA B,4578,Produto 637,Grupo 6,"R$ 1,66","R$ 0,66",1
19266059,10/7/2024,LOJA A,8928,Produto 722,Grupo 1,"R$ 1,00","R$ 0,42",1
19266061,10/7/2024,LOJA B,3218,Produto 2073,Grupo 2,"R$ 8,99","R$ 5,50",3
19266074,10/7/2024,LOJA B,3171,Produto 37,Grupo 3,"R$ 4,50","R$ 2,51",1
19266077,10/7/2024,LOJA B,6539,Produto 1351,Grupo 11,"R$ 1,67","R$ 0,57",1
19266077,10/7/2024,LOJA B,239,Produto 1829,Grupo 6,"R$ 4,17","R$ 2,71",1
19266079,10/7/2024,LOJA B,3193,Produto 6,Grupo 3,"R$ 11,99","R$ 6,20",3
19266082,10/7/2024,LOJA B,1869,Produto 1185,Grupo 14,"R$ 16,00","R$ 9,00",3
19266082,10/7/2024,LOJA B,3025,Produto 162,Grupo 14,"R$ 18,67","R$ 10,13",4
19266084,10/7/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 18,32","R$ 10,20",3
19266086,10/7/2024,LOJA A,1962,Produto 61,Grupo 3,"R$ 8,00","R$ 4,50",3
19266086,10/7/2024,LOJA A,8928,Produto 722,Grupo 1,"R$ 1,00","R$ 0,42",1
19266091,10/7/2024,LOJA B,1797,Produto 990,Grupo 5,"R$ 1,17","R$ 0,65",1
19266091,10/7/2024,LOJA B,6042,Produto 74,Grupo 5,"R$ 1,17","R$ 0,72",1
19266092,10/7/2024,LOJA A,1962,Produto 61,Grupo 3,"R$ 2,67","R$ 1,50",1
19266092,10/7/2024,LOJA A,6747,Produto 130,Grupo 4,"R$ 2,17","R$ 2,05",1
19266095,10/7/2024,LOJA B,1962,Produto 61,Grupo 3,"R$ 6,67","R$ 4,51",3
19266104,10/7/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 18,32","R$ 10,20",3
19266108,10/7/2024,LOJA B,1593,Produto 3231,Grupo 3,"R$ 3,33","R$ 2,05",1
19266115,10/7/2024,LOJA B,99,Produto 271,Grupo 3,"R$ 2,33","R$ 1,26",1
19266115,10/7/2024,LOJA B,3171,Produto 37,Grupo 3,"R$ 4,50","R$ 2,51",1
19266115,10/7/2024,LOJA B,9786,Produto 141,Grupo 4,"R$ 4,33","R$ 3,94",1
19266119,10/7/2024,LOJA B,72,Produto 13,Grupo 6,"R$ 3,17","R$ 2,12",1
19266121,10/7/2024,LOJA B,138,Produto 42,Grupo 3,"R$ 3,33","R$ 1,74",1
19266124,10/7/2024,LOJA B,4885,Produto 1461,Grupo 5,"R$ 1,17","R$ 0,54",1
19266128,10/7/2024,LOJA A,3164,Produto 15,Grupo 4,"R$ 2,17","R$ 2,05",1
19266138,10/7/2024,LOJA B,238,Produto 1566,Grupo 3,"R$ 5,67","R$ 2,92",2
19266140,10/7/2024,LOJA B,9550,Produto 992,Grupo 1,"R$ 2,33","R$ 1,33",1
19266147,10/7/2024,LOJA A,1922,Produto 2972,Grupo 3,"R$ 4,00","R$ 2,30",1
19266147,10/7/2024,LOJA A,7040,Produto 475,Grupo 1,"R$ 1,33","R$ 0,65",1
19266151,10/7/2024,LOJA A,1729,Produto 2093,Grupo 3,"R$ 3,33","R$ 1,79",1
19266152,10/7/2024,LOJA B,9998,Produto 449,Grupo 10,"R$ 1,33","R$ 0,44",1
19266155,10/7/2024,LOJA B,7040,Produto 475,Grupo 1,"R$ 1,33","R$ 0,65",1
19266155,10/7/2024,LOJA B,88,Produto 166,Grupo 6,"R$ 4,83","R$ 3,27",1
19266156,10/7/2024,LOJA A,996,Produto 815,Grupo 7,"R$ 1,67","R$ 1,67",1
19266156,10/7/2024,LOJA A,5756,Produto 278,Grupo 6,"R$ 2,00","R$ 1,05",1
19266157,10/7/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
19266158,10/7/2024,LOJA A,3124,Produto 18,Grupo 3,"R$ 2,17","R$ 1,28",1
19266161,10/7/2024,LOJA B,1359,Produto 5238,Grupo 2,"R$ 11,67","R$ 7,53",1
19266165,10/7/2024,LOJA A,9509,Produto 343,Grupo 1,"R$ 1,33","R$ 0,67",1
19266174,10/7/2024,LOJA B,9718,Produto 178,Grupo 10,"R$ 8,00","R$ 2,89",4
19266180,10/7/2024,LOJA B,9512,Produto 1547,Grupo 1,"R$ 2,33","R$ 1,33",1
19266180,10/7/2024,LOJA B,8600,Produto 385,Grupo 6,"R$ 2,00","R$ 1,16",1
19266183,10/7/2024,LOJA B,9655,Produto 66,Grupo 1,"R$ 2,33","R$ 1,33",1
19266183,10/7/2024,LOJA B,138,Produto 42,Grupo 3,"R$ 6,66","R$ 3,47",2
19266184,10/7/2024,LOJA B,9550,Produto 992,Grupo 1,"R$ 2,33","R$ 1,33",1
19266185,10/7/2024,LOJA A,1922,Produto 2972,Grupo 3,"R$ 4,00","R$ 2,30",1
19266188,10/7/2024,LOJA B,112,Produto 595,Grupo 3,"R$ 3,66","R$ 2,00",1
19266189,10/7/2024,LOJA B,238,Produto 1566,Grupo 3,"R$ 5,67","R$ 2,92",2
19266191,10/7/2024,LOJA B,1776,Produto 2185,Grupo 5,"R$ 1,83","R$ 1,18",1
19266197,10/7/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
19266202,10/7/2024,LOJA A,115,Produto 4,Grupo 4,"R$ 3,67","R$ 3,46",1
19266206,10/7/2024,LOJA B,1969,Produto 30,Grupo 1,"R$ 1,00","R$ 0,28",1
19266209,10/7/2024,LOJA B,3193,Produto 6,Grupo 3,"R$ 7,99","R$ 4,14",2
19266210,10/7/2024,LOJA B,120,Produto 325,Grupo 3,"R$ 5,66","R$ 3,13",1
19266211,10/7/2024,LOJA B,120,Produto 325,Grupo 3,"R$ 5,66","R$ 3,13",1
19266216,10/7/2024,LOJA B,328,Produto 1041,Grupo 16,"R$ 2,66","R$ 1,99",1
19266218,10/7/2024,LOJA B,328,Produto 1041,Grupo 16,"R$ 2,66","R$ 1,99",1
19266221,10/7/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 7,33","R$ 4,08",2
19266223,10/7/2024,LOJA B,3117,Produto 128,Grupo 4,"R$ 4,17","R$ 3,94",1
19266223,10/7/2024,LOJA B,77,Produto 71,Grupo 4,"R$ 4,33","R$ 4,02",1
19266226,10/7/2024,LOJA A,1835,Produto 156,Grupo 10,"R$ 1,33","R$ 0,44",1
19266227,10/7/2024,LOJA B,1655,Produto 208,Grupo 10,"R$ 1,17","R$ 0,66",1
19266239,10/7/2024,LOJA B,9655,Produto 66,Grupo 1,"R$ 2,33","R$ 1,33",1
19266239,10/7/2024,LOJA B,138,Produto 42,Grupo 3,"R$ 6,66","R$ 3,47",2
19266245,10/7/2024,LOJA B,3193,Produto 6,Grupo 3,"R$ 7,99","R$ 4,14",2
19266250,10/7/2024,LOJA A,1990,Produto 439,Grupo 3,"R$ 6,67","R$ 5,30",2
19266253,10/7/2024,LOJA A,1962,Produto 61,Grupo 3,"R$ 2,67","R$ 1,50",1
19266256,10/7/2024,LOJA A,1962,Produto 61,Grupo 3,"R$ 2,67","R$ 1,50",1
19266256,10/7/2024,LOJA A,1273,Produto 5269,Grupo 1,"R$ 2,33","R$ 1,36",1
19266258,10/7/2024,LOJA A,6747,Produto 130,Grupo 4,"R$ 2,17","R$ 2,05",1
19266260,10/7/2024,LOJA B,1955,Produto 183,Grupo 5,"R$ 0,83","R$ 0,39",1
19266260,10/7/2024,LOJA B,1972,Produto 1016,Grupo 5,"R$ 0,83","R$ 0,38",1
19266262,10/7/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
19266263,10/7/2024,LOJA A,1001,Produto 1000,Grupo 15,"R$ 1,66","R$ 0,82",1
19266264,10/7/2024,LOJA B,6539,Produto 1351,Grupo 11,"R$ 1,67","R$ 0,57",1
19266265,10/7/2024,LOJA B,3179,Produto 1247,Grupo 2,"R$ 8,99","R$ 5,50",3
19266265,10/7/2024,LOJA B,1798,Produto 1716,Grupo 2,"R$ 8,50","R$ 5,50",3
19266267,10/7/2024,LOJA A,1710,Produto 2003,Grupo 4,"R$ 2,33","R$ 2,01",1
19266267,10/7/2024,LOJA A,6747,Produto 130,Grupo 4,"R$ 4,33","R$ 4,09",2
19266272,10/7/2024,LOJA B,1798,Produto 1716,Grupo 2,"R$ 2,83","R$ 1,83",1
19266278,10/7/2024,LOJA B,3182,Produto 490,Grupo 3,"R$ 12,99","R$ 6,91",3
19266281,10/7/2024,LOJA B,1655,Produto 208,Grupo 10,"R$ 1,17","R$ 0,66",1
19266281,10/7/2024,LOJA B,3182,Produto 490,Grupo 3,"R$ 12,99","R$ 6,91",3
19266284,10/7/2024,LOJA B,3182,Produto 490,Grupo 3,"R$ 25,98","R$ 13,83",3
19266284,10/7/2024,LOJA B,10236,Produto 452,Grupo 4,"R$ 2,67","R$ 2,52",1
19266285,10/7/2024,LOJA B,1970,Produto 137,Grupo 4,"R$ 4,33","R$ 4,02",1
19266289,10/7/2024,LOJA B,120,Produto 325,Grupo 3,"R$ 5,66","R$ 3,13",1
19266290,10/7/2024,LOJA B,7952,Produto 1583,Grupo 1,"R$ 1,50","R$ 0,89",1
19266295,10/7/2024,LOJA B,238,Produto 1566,Grupo 3,"R$ 5,67","R$ 2,92",2
19266296,10/7/2024,LOJA B,2855,Produto 8,Grupo 3,"R$ 6,66","R$ 4,08",2
19266298,10/7/2024,LOJA B,2855,Produto 8,Grupo 3,"R$ 3,33","R$ 2,04",1
19266299,10/7/2024,LOJA B,2855,Produto 8,Grupo 3,"R$ 3,33","R$ 2,04",1
19266301,10/7/2024,LOJA B,2855,Produto 8,Grupo 3,"R$ 3,33","R$ 2,04",1
19266306,10/7/2024,LOJA B,120,Produto 325,Grupo 3,"R$ 5,66","R$ 3,13",1
19266310,10/7/2024,LOJA B,908,Produto 5295,Grupo 2,"R$ 10,66","R$ 4,98",1
19266310,10/7/2024,LOJA B,1180,Produto 736,Grupo 3,"R$ 14,67","R$ 7,98",4
19266310,10/7/2024,LOJA B,3164,Produto 15,Grupo 4,"R$ 4,33","R$ 4,10",2
19266315,10/7/2024,LOJA B,238,Produto 1566,Grupo 3,"R$ 5,67","R$ 2,92",2
19266320,10/7/2024,LOJA B,3193,Produto 6,Grupo 3,"R$ 4,00","R$ 2,07",1
19266331,10/7/2024,LOJA B,2993,Produto 501,Grupo 3,"R$ 5,99","R$ 3,61",2
19266345,10/7/2024,LOJA B,1655,Produto 208,Grupo 10,"R$ 1,17","R$ 0,66",1
19266385,10/7/2024,LOJA A,9718,Produto 178,Grupo 10,"R$ 1,00","R$ 0,36",1
19266406,10/7/2024,LOJA B,120,Produto 325,Grupo 3,"R$ 11,33","R$ 6,26",2
19266410,10/7/2024,LOJA B,1672,Produto 132,Grupo 5,"R$ 0,83","R$ 0,34",1
19266410,10/7/2024,LOJA B,9718,Produto 178,Grupo 10,"R$ 1,00","R$ 0,36",1
19266503,10/7/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
19266510,10/7/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 7,33","R$ 4,08",2
19268075,10/7/2024,LOJA B,10236,Produto 452,Grupo 4,"R$ 2,67","R$ 2,52",1
19268108,10/7/2024,LOJA A,6747,Produto 130,Grupo 4,"R$ 4,33","R$ 4,09",2
19268157,10/7/2024,LOJA A,115,Produto 4,Grupo 4,"R$ 3,67","R$ 3,46",1
19268217,10/7/2024,LOJA B,128,Produto 9,Grupo 3,"R$ 1,66","R$ 0,87",1
19268262,10/7/2024,LOJA A,298,Produto 109,Grupo 4,"R$ 12,33","R$ 11,65",4
19268489,10/7/2024,LOJA A,2541,Produto 3673,Grupo 5,"R$ 1,66","R$ 0,90",1
19268489,10/7/2024,LOJA A,9509,Produto 343,Grupo 1,"R$ 1,33","R$ 0,67",1
19268515,10/7/2024,LOJA A,115,Produto 4,Grupo 4,"R$ 3,67","R$ 3,46",1
19268515,10/7/2024,LOJA A,1826,Produto 474,Grupo 2,"R$ 4,00","R$ 2,34",1
19268634,10/7/2024,LOJA B,138,Produto 42,Grupo 3,"R$ 6,66","R$ 3,47",2
19268634,10/7/2024,LOJA B,77,Produto 71,Grupo 4,"R$ 4,33","R$ 4,02",1
19268635,10/7/2024,LOJA A,119,Produto 92,Grupo 11,"R$ 2,00","R$ 0,83",1
19268720,10/7/2024,LOJA B,128,Produto 9,Grupo 3,"R$ 1,66","R$ 0,87",1
19268861,10/7/2024,LOJA B,4711,Produto 386,Grupo 4,"R$ 7,17","R$ 6,77",2
19269118,10/7/2024,LOJA A,119,Produto 92,Grupo 11,"R$ 2,00","R$ 0,83",1
19269118,10/7/2024,LOJA A,10230,Produto 477,Grupo 10,"R$ 4,00","R$ 1,78",2
19269238,10/7/2024,LOJA A,6747,Produto 130,Grupo 4,"R$ 21,67","R$ 20,46",5
19269446,10/7/2024,LOJA B,1248,Produto 1576,Grupo 9,"R$ 1,83","R$ 1,09",1
19269570,10/7/2024,LOJA B,3164,Produto 15,Grupo 4,"R$ 2,17","R$ 2,05",1
19269598,10/7/2024,LOJA A,3455,Produto 478,Grupo 4,"R$ 3,17","R$ 2,99",1
19269786,10/7/2024,LOJA B,3213,Produto 138,Grupo 7,"R$ 2,83","R$ 1,50",1
19269786,10/7/2024,LOJA B,1908,Produto 483,Grupo 5,"R$ 1,17","R$ 0,54",1
19269786,10/7/2024,LOJA B,3399,Produto 608,Grupo 5,"R$ 1,83","R$ 1,08",1
19269786,10/7/2024,LOJA B,248,Produto 455,Grupo 6,"R$ 3,00","R$ 1,73",1
19269806,10/7/2024,LOJA B,3164,Produto 15,Grupo 4,"R$ 4,33","R$ 4,10",2
19269826,10/7/2024,LOJA B,3117,Produto 128,Grupo 4,"R$ 4,17","R$ 3,94",1
19269904,10/7/2024,LOJA B,242,Produto 211,Grupo 18,"R$ 4,33","R$ 2,42",1
19269914,10/7/2024,LOJA B,3214,Produto 127,Grupo 7,"R$ 2,67","R$ 1,50",1
19269914,10/7/2024,LOJA B,3421,Produto 114,Grupo 7,"R$ 5,32","R$ 1,81",4
19269953,10/7/2024,LOJA B,1969,Produto 30,Grupo 1,"R$ 1,00","R$ 0,28",1
19269953,10/7/2024,LOJA B,242,Produto 211,Grupo 18,"R$ 4,33","R$ 2,42",1
19270130,10/7/2024,LOJA A,4548,Produto 22,Grupo 4,"R$ 6,50","R$ 6,14",2
19270262,10/7/2024,LOJA A,9786,Produto 141,Grupo 4,"R$ 4,33","R$ 3,94",1
19270296,10/7/2024,LOJA B,144,Produto 159,Grupo 13,"R$ 0,00","R$ 0,22",1
19270541,10/7/2024,LOJA A,3213,Produto 138,Grupo 7,"R$ 2,27","R$ 1,50",1
19270541,10/7/2024,LOJA A,3408,Produto 4061,Grupo 5,"R$ 1,66","R$ 1,08",1
19270541,10/7/2024,LOJA A,1743,Produto 237,Grupo 6,"R$ 0,56","R$ 0,47",1
19270668,10/7/2024,LOJA B,3421,Produto 114,Grupo 7,"R$ 1,33","R$ 0,45",1
19270668,10/7/2024,LOJA B,1811,Produto 3537,Grupo 9,"R$ 2,67","R$ 1,50",1
19270677,10/7/2024,LOJA B,116,Produto 253,Grupo 18,"R$ 4,33","R$ 2,42",1
19270890,10/7/2024,LOJA B,3214,Produto 127,Grupo 7,"R$ 2,67","R$ 1,50",1
19270890,10/7/2024,LOJA B,3243,Produto 123,Grupo 13,"R$ 3,99","R$ 1,94",2
19270890,10/7/2024,LOJA B,3421,Produto 114,Grupo 7,"R$ 1,33","R$ 0,45",1
19271150,10/7/2024,LOJA B,3243,Produto 123,Grupo 13,"R$ 2,00","R$ 0,97",1
19271150,10/7/2024,LOJA B,9937,Produto 124,Grupo 7,"R$ 2,67","R$ 1,50",1
19271247,10/7/2024,LOJA B,826,Produto 785,Grupo 18,"R$ 3,17","R$ 1,75",1
19271247,10/7/2024,LOJA B,2570,Produto 3459,Grupo 12,"R$ 3,00","R$ 1,66",1
19271634,10/7/2024,LOJA A,116,Produto 253,Grupo 18,"R$ 4,33","R$ 2,53",1
19271638,10/7/2024,LOJA A,119,Produto 92,Grupo 11,"R$ 2,00","R$ 0,83",1
19272001,10/7/2024,LOJA A,3117,Produto 128,Grupo 4,"R$ 4,17","R$ 3,94",1
19272079,10/7/2024,LOJA A,2198,Produto 5358,Grupo 15,"R$ 6,83","R$ 3,79",1
19272079,10/7/2024,LOJA A,137,Produto 93,Grupo 7,"R$ 2,50","R$ 1,50",1
19272202,10/7/2024,LOJA A,6287,Produto 160,Grupo 10,"R$ 1,50","R$ 0,74",1
19272202,10/7/2024,LOJA A,138,Produto 42,Grupo 3,"R$ 9,99","R$ 5,21",3
19272202,10/7/2024,LOJA A,1688,Produto 1722,Grupo 5,"R$ 5,33","R$ 2,69",1
19272202,10/7/2024,LOJA A,3421,Produto 114,Grupo 7,"R$ 2,66","R$ 0,91",2
19272235,10/7/2024,LOJA A,10075,Produto 129,Grupo 4,"R$ 2,67","R$ 2,52",1
19272250,10/7/2024,LOJA A,115,Produto 4,Grupo 4,"R$ 7,33","R$ 6,93",2
19272348,10/7/2024,LOJA B,9937,Produto 124,Grupo 7,"R$ 2,67","R$ 1,50",1
19272348,10/7/2024,LOJA B,10619,Produto 1234,Grupo 9,"R$ 2,33","R$ 1,25",1
19272440,10/7/2024,LOJA B,77,Produto 71,Grupo 4,"R$ 4,33","R$ 4,02",1
19272573,10/7/2024,LOJA B,3421,Produto 114,Grupo 7,"R$ 1,33","R$ 0,45",1
19272711,10/7/2024,LOJA A,4547,Produto 103,Grupo 4,"R$ 7,17","R$ 6,77",2
19272785,10/7/2024,LOJA A,3025,Produto 162,Grupo 14,"R$ 2,33","R$ 1,27",1
19273098,10/7/2024,LOJA B,9718,Produto 178,Grupo 10,"R$ 1,00","R$ 0,36",1
19273207,10/7/2024,LOJA A,6747,Produto 130,Grupo 4,"R$ 8,67","R$ 8,19",4
19273212,10/7/2024,LOJA A,4548,Produto 22,Grupo 4,"R$ 6,50","R$ 6,14",2
19273283,10/7/2024,LOJA A,3164,Produto 15,Grupo 4,"R$ 2,17","R$ 2,05",1
19273426,10/7/2024,LOJA A,3214,Produto 127,Grupo 7,"R$ 1,50","R$ 1,50",1
19273474,10/7/2024,LOJA B,977,Produto 3497,Grupo 12,"R$ 3,00","R$ 1,66",1
19273492,10/7/2024,LOJA B,3421,Produto 114,Grupo 7,"R$ 2,66","R$ 0,91",2
19273492,10/7/2024,LOJA B,9054,Produto 3534,Grupo 8,"R$ 1,00","R$ 0,50",1
19273495,10/7/2024,LOJA A,3213,Produto 138,Grupo 7,"R$ 2,27","R$ 1,50",1
19273495,10/7/2024,LOJA A,1982,Produto 122,Grupo 5,"R$ 0,67","R$ 0,39",1
19273495,10/7/2024,LOJA A,1743,Produto 237,Grupo 6,"R$ 0,56","R$ 0,47",1
19273495,10/7/2024,LOJA A,1568,Produto 925,Grupo 9,"R$ 1,50","R$ 0,81",1
19273516,10/7/2024,LOJA A,242,Produto 211,Grupo 18,"R$ 8,66","R$ 5,07",2
19273784,10/7/2024,LOJA A,3164,Produto 15,Grupo 4,"R$ 2,17","R$ 2,05",1
19273822,10/7/2024,LOJA A,10236,Produto 452,Grupo 4,"R$ 5,33","R$ 5,04",2
19273991,10/7/2024,LOJA B,3213,Produto 138,Grupo 7,"R$ 2,83","R$ 1,50",1
19273991,10/7/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 7,33","R$ 4,08",2
19274029,10/7/2024,LOJA B,1180,Produto 736,Grupo 3,"R$ 1,83","R$ 1,00",1
19274186,10/7/2024,LOJA B,1688,Produto 1722,Grupo 5,"R$ 4,66","R$ 2,69",1
19274247,10/7/2024,LOJA B,3117,Produto 128,Grupo 4,"R$ 4,17","R$ 3,94",1
19274256,10/7/2024,LOJA B,3213,Produto 138,Grupo 7,"R$ 2,27","R$ 1,50",1
19274256,10/7/2024,LOJA B,1743,Produto 237,Grupo 6,"R$ 0,56","R$ 0,47",1
19274261,10/7/2024,LOJA A,1570,Produto 242,Grupo 1,"R$ 2,00","R$ 1,06",1
19274261,10/7/2024,LOJA A,1606,Produto 1765,Grupo 6,"R$ 1,66","R$ 0,75",1
19274442,10/7/2024,LOJA A,3164,Produto 15,Grupo 4,"R$ 13,00","R$ 12,28",3
19274522,10/7/2024,LOJA B,9420,Produto 222,Grupo 13,"R$ 4,67","R$ 2,38",2
19274522,10/7/2024,LOJA B,3214,Produto 127,Grupo 7,"R$ 0,33","R$ 1,50",1
19274535,10/7/2024,LOJA A,3117,Produto 128,Grupo 4,"R$ 4,17","R$ 3,94",1
19274613,10/7/2024,LOJA A,1594,Produto 950,Grupo 14,"R$ 6,63","R$ 4,00",1
19274613,10/7/2024,LOJA A,3025,Produto 162,Grupo 14,"R$ 2,33","R$ 1,27",1
19274613,10/7/2024,LOJA A,1797,Produto 990,Grupo 5,"R$ 2,33","R$ 1,30",2
