IdVenda,DataMovimentacao,NomeLocal,IdMercadoria,NomeMercadoria,Grupo,Receita,Custo,Qtde.
20185768,11/7/2024,LOJA A,9998,Produto 449,Grupo 10,"R$ 1,00","R$ 0,44",1
20185811,11/7/2024,LOJA A,7952,Produto 1583,Grupo 1,"R$ 1,50","R$ 0,74",1
20185811,11/7/2024,LOJA A,1427,Produto 36,Grupo 1,"R$ 2,33","R$ 1,28",2
20185811,11/7/2024,LOJA A,1313,Produto 457,Grupo 1,"R$ 2,33","R$ 1,28",2
20185811,11/7/2024,LOJA A,67,Produto 1487,Grupo 6,"R$ 2,66","R$ 1,28",1
20185830,11/7/2024,LOJA A,1834,Produto 20,Grupo 3,"R$ 6,66","R$ 4,08",2
20185830,11/7/2024,LOJA A,82,Produto 176,Grupo 5,"R$ 1,66","R$ 1,08",1
20185830,11/7/2024,LOJA A,450,Produto 19447,Grupo 1,"R$ 1,17","R$ 0,64",1
20185852,11/7/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 3,46",1
20185853,11/7/2024,LOJA A,7128,Produto 8342,Grupo 4,"R$ 7,00","R$ 5,30",1
20185860,11/7/2024,LOJA A,138,Produto 42,Grupo 3,"R$ 3,33","R$ 2,08",1
20185860,11/7/2024,LOJA A,1882,Produto 594,Grupo 6,"R$ 2,17","R$ 1,18",1
20185876,11/7/2024,LOJA A,10199,Produto 19358,Grupo 4,"R$ 4,67","R$ 4,09",2
20185905,11/7/2024,LOJA B,1990,Produto 439,Grupo 3,"R$ 3,33","R$ 2,58",1
20185925,11/7/2024,LOJA B,1990,Produto 439,Grupo 3,"R$ 13,33","R$ 10,33",4
20185925,11/7/2024,LOJA B,3164,Produto 15,Grupo 4,"R$ 2,33","R$ 2,05",1
20185946,11/7/2024,LOJA A,120,Produto 325,Grupo 3,"R$ 66,00","R$ 37,58",6
20185946,11/7/2024,LOJA A,9786,Produto 141,Grupo 4,"R$ 5,00","R$ 3,94",1
20185946,11/7/2024,LOJA A,10199,Produto 19358,Grupo 4,"R$ 4,67","R$ 4,09",2
20185946,11/7/2024,LOJA A,9572,Produto 2657,Grupo 4,"R$ 8,50","R$ 6,93",2
20185947,11/7/2024,LOJA B,132,Produto 779,Grupo 3,"R$ 3,99","R$ 2,28",2
20185954,11/7/2024,LOJA B,3098,Produto 12855,Grupo 3,"R$ 2,17","R$ 1,10",1
20185966,11/7/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 3,46",1
20185968,11/7/2024,LOJA A,3113,Produto 280,Grupo 2,"R$ 2,83","R$ 1,83",1
20185969,11/7/2024,LOJA B,1973,Produto 24,Grupo 3,"R$ 3,33","R$ 2,04",1
20185975,11/7/2024,LOJA A,1580,Produto 305,Grupo 18,"R$ 8,66","R$ 4,42",2
20185997,11/7/2024,LOJA A,1517,Produto 91,Grupo 10,"R$ 6,50","R$ 3,01",3
20185998,11/7/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20186004,11/7/2024,LOJA A,10199,Produto 19358,Grupo 4,"R$ 2,33","R$ 2,05",1
20186016,11/7/2024,LOJA B,1934,Produto 1321,Grupo 3,"R$ 3,99","R$ 2,55",2
20186023,11/7/2024,LOJA A,117,Produto 45,Grupo 3,"R$ 3,67","R$ 2,11",2
20186023,11/7/2024,LOJA A,10075,Produto 129,Grupo 4,"R$ 3,17","R$ 2,52",1
20186038,11/7/2024,LOJA A,1655,Produto 208,Grupo 10,"R$ 2,33","R$ 1,09",2
20186038,11/7/2024,LOJA A,110,Produto 1339,Grupo 8,"R$ 3,66","R$ 2,08",1
20186042,11/7/2024,LOJA B,1990,Produto 439,Grupo 3,"R$ 3,33","R$ 2,58",1
20186042,11/7/2024,LOJA B,334,Produto 108,Grupo 5,"R$ 0,83","R$ 0,45",1
20186048,11/7/2024,LOJA A,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 3,46",1
20186065,11/7/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 3,46",1
20186067,11/7/2024,LOJA B,1655,Produto 208,Grupo 10,"R$ 1,17","R$ 0,66",1
20186099,11/7/2024,LOJA A,3133,Produto 1933,Grupo 3,"R$ 2,00","R$ 1,20",1
20186099,11/7/2024,LOJA A,2037,Produto 1521,Grupo 4,"R$ 2,58","R$ 2,48",1
20186105,11/7/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20186108,11/7/2024,LOJA A,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 3,46",1
20186111,11/7/2024,LOJA B,1219,Produto 1799,Grupo 1,"R$ 2,00","R$ 1,37",1
20186111,11/7/2024,LOJA B,10620,Produto 1259,Grupo 9,"R$ 2,33","R$ 1,25",1
20186196,11/7/2024,LOJA B,3098,Produto 12855,Grupo 3,"R$ 2,17","R$ 1,10",1
20186213,11/7/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20186217,11/7/2024,LOJA B,2057,Produto 380,Grupo 3,"R$ 4,00","R$ 2,22",2
20186228,11/7/2024,LOJA A,117,Produto 45,Grupo 3,"R$ 7,33","R$ 4,21",4
20186228,11/7/2024,LOJA A,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 3,46",1
20186231,11/7/2024,LOJA B,117,Produto 45,Grupo 3,"R$ 3,99","R$ 2,11",2
20186269,11/7/2024,LOJA B,3164,Produto 15,Grupo 4,"R$ 2,33","R$ 2,05",1
20186297,11/7/2024,LOJA A,3164,Produto 15,Grupo 4,"R$ 2,33","R$ 2,05",1
20186298,11/7/2024,LOJA B,1990,Produto 439,Grupo 3,"R$ 3,33","R$ 2,58",1
20186298,11/7/2024,LOJA B,3164,Produto 15,Grupo 4,"R$ 2,33","R$ 2,05",1
20186316,11/7/2024,LOJA B,1637,Produto 60,Grupo 4,"R$ 2,17","R$ 2,01",1
20186347,11/7/2024,LOJA B,1889,Produto 142,Grupo 5,"R$ 0,83","R$ 0,40",1
20186347,11/7/2024,LOJA B,1906,Produto 44,Grupo 5,"R$ 0,83","R$ 0,40",1
20186368,11/7/2024,LOJA B,1973,Produto 24,Grupo 3,"R$ 3,33","R$ 2,04",1
20186382,11/7/2024,LOJA B,1990,Produto 439,Grupo 3,"R$ 3,33","R$ 2,58",1
20186382,11/7/2024,LOJA B,1906,Produto 44,Grupo 5,"R$ 0,83","R$ 0,40",1
20186382,11/7/2024,LOJA B,98,Produto 53,Grupo 4,"R$ 1,66","R$ 1,31",1
20186382,11/7/2024,LOJA B,4548,Produto 22,Grupo 4,"R$ 3,83","R$ 3,07",1
20186384,11/7/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20186399,11/7/2024,LOJA B,1973,Produto 24,Grupo 3,"R$ 3,33","R$ 2,04",1
20186430,11/7/2024,LOJA B,309,Produto 31,Grupo 3,"R$ 2,00","R$ 1,05",1
20186430,11/7/2024,LOJA B,3164,Produto 15,Grupo 4,"R$ 4,67","R$ 4,09",2
20186455,11/7/2024,LOJA B,1990,Produto 439,Grupo 3,"R$ 3,33","R$ 2,58",1
20186455,11/7/2024,LOJA B,3164,Produto 15,Grupo 4,"R$ 2,33","R$ 2,05",1
20186455,11/7/2024,LOJA B,1175,Produto 784,Grupo 18,"R$ 4,33","R$ 2,21",1
20186458,11/7/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20186458,11/7/2024,LOJA B,1773,Produto 250,Grupo 5,"R$ 2,50","R$ 1,56",1
20186468,11/7/2024,LOJA B,9054,Produto 3534,Grupo 8,"R$ 1,00","R$ 0,50",1
20186471,11/7/2024,LOJA B,117,Produto 45,Grupo 3,"R$ 3,99","R$ 2,11",2
20186504,11/7/2024,LOJA B,1249,Produto 288,Grupo 1,"R$ 2,00","R$ 1,37",1
20186504,11/7/2024,LOJA B,1988,Produto 96,Grupo 6,"R$ 2,00","R$ 0,99",1
20186504,11/7/2024,LOJA B,6042,Produto 74,Grupo 5,"R$ 1,17","R$ 0,72",1
20186504,11/7/2024,LOJA B,448,Produto 929,Grupo 5,"R$ 1,66","R$ 0,95",1
20186553,11/8/2024,LOJA B,8877,Produto 23,Grupo 3,"R$ 13,98","R$ 7,88",4
20186553,11/8/2024,LOJA B,3117,Produto 128,Grupo 4,"R$ 4,83","R$ 3,94",1
20186576,11/8/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20186578,11/8/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20186581,11/8/2024,LOJA B,1969,Produto 30,Grupo 1,"R$ 1,33","R$ 0,26",1
20186581,11/8/2024,LOJA B,138,Produto 42,Grupo 3,"R$ 3,33","R$ 1,74",1
20186593,11/8/2024,LOJA B,132,Produto 779,Grupo 3,"R$ 3,99","R$ 2,28",2
20186596,11/8/2024,LOJA A,3164,Produto 15,Grupo 4,"R$ 2,33","R$ 2,05",1
20186598,11/8/2024,LOJA B,132,Produto 779,Grupo 3,"R$ 2,00","R$ 1,14",1
20186598,11/8/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 3,46",1
20186611,11/8/2024,LOJA B,3117,Produto 128,Grupo 4,"R$ 4,83","R$ 3,94",1
20186612,11/8/2024,LOJA B,1440,Produto 359,Grupo 18,"R$ 5,33","R$ 2,71",1
20186615,11/8/2024,LOJA B,1973,Produto 24,Grupo 3,"R$ 3,33","R$ 2,04",1
20186646,11/8/2024,LOJA B,1973,Produto 24,Grupo 3,"R$ 3,33","R$ 2,04",1
20186646,11/8/2024,LOJA B,3164,Produto 15,Grupo 4,"R$ 2,33","R$ 2,05",1
20186647,11/8/2024,LOJA A,8908,Produto 411,Grupo 3,"R$ 2,66","R$ 1,67",1
20186647,11/8/2024,LOJA A,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 3,46",1
20186650,11/8/2024,LOJA B,99,Produto 271,Grupo 3,"R$ 2,33","R$ 1,20",1
20186680,11/8/2024,LOJA B,2679,Produto 1651,Grupo 4,"R$ 3,33","R$ 2,30",1
20186684,11/8/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20186711,11/8/2024,LOJA A,3164,Produto 15,Grupo 4,"R$ 2,33","R$ 2,05",1
20186726,11/8/2024,LOJA B,1990,Produto 439,Grupo 3,"R$ 3,33","R$ 2,58",1
20186732,11/8/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 3,46",1
20186733,11/8/2024,LOJA B,1962,Produto 61,Grupo 3,"R$ 6,67","R$ 4,51",3
20186744,11/8/2024,LOJA B,1973,Produto 24,Grupo 3,"R$ 3,33","R$ 2,04",1
20186755,11/8/2024,LOJA B,120,Produto 325,Grupo 3,"R$ 11,33","R$ 6,26",2
20186755,11/8/2024,LOJA B,1805,Produto 1525,Grupo 6,"R$ 2,00","R$ 1,09",1
20186761,11/8/2024,LOJA B,1637,Produto 60,Grupo 4,"R$ 2,17","R$ 2,01",1
20186783,11/8/2024,LOJA B,132,Produto 779,Grupo 3,"R$ 2,00","R$ 1,14",1
20186796,11/8/2024,LOJA A,3164,Produto 15,Grupo 4,"R$ 2,33","R$ 2,05",1
20186796,11/8/2024,LOJA A,4880,Produto 1003,Grupo 5,"R$ 3,33","R$ 1,42",2
20186797,11/8/2024,LOJA B,3039,Produto 26,Grupo 5,"R$ 0,83","R$ 0,45",1
20186798,11/8/2024,LOJA A,3268,Produto 16,Grupo 4,"R$ 4,00","R$ 3,55",1
20186800,11/8/2024,LOJA B,9655,Produto 66,Grupo 1,"R$ 2,33","R$ 1,33",1
20186800,11/8/2024,LOJA B,1973,Produto 24,Grupo 3,"R$ 3,33","R$ 2,04",1
20186801,11/8/2024,LOJA A,3113,Produto 280,Grupo 2,"R$ 2,83","R$ 1,83",1
20186830,11/8/2024,LOJA B,3164,Produto 15,Grupo 4,"R$ 2,33","R$ 2,05",1
20186833,11/8/2024,LOJA A,3213,Produto 138,Grupo 7,"R$ 2,83","R$ 1,78",1
20186833,11/8/2024,LOJA A,8729,Produto 98,Grupo 8,"R$ 1,50","R$ 0,76",1
20186846,11/8/2024,LOJA A,3213,Produto 138,Grupo 7,"R$ 2,83","R$ 1,78",1
20186846,11/8/2024,LOJA A,1438,Produto 20472,Grupo 5,"R$ 8,00","R$ 4,56",1
20186846,11/8/2024,LOJA A,1988,Produto 96,Grupo 6,"R$ 2,00","R$ 0,97",1
20186847,11/8/2024,LOJA B,120,Produto 325,Grupo 3,"R$ 16,99","R$ 9,40",3
20186864,11/8/2024,LOJA B,116,Produto 253,Grupo 18,"R$ 4,33","R$ 2,43",1
20186887,11/8/2024,LOJA B,1954,Produto 1358,Grupo 3,"R$ 19,98","R$ 12,76",3
20186887,11/8/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 3,46",1
20186908,11/8/2024,LOJA B,3268,Produto 16,Grupo 4,"R$ 4,00","R$ 3,55",1
20186910,11/8/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20186944,11/8/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 3,46",1
20186955,11/8/2024,LOJA B,72,Produto 13,Grupo 6,"R$ 3,17","R$ 2,12",1
20186968,11/8/2024,LOJA B,2172,Produto 552,Grupo 6,"R$ 1,33","R$ 0,81",1
20186978,11/8/2024,LOJA B,3268,Produto 16,Grupo 4,"R$ 4,00","R$ 3,55",1
20186984,11/8/2024,LOJA B,1844,Produto 578,Grupo 3,"R$ 3,66","R$ 2,00",1
20187011,11/8/2024,LOJA B,1962,Produto 61,Grupo 3,"R$ 6,67","R$ 4,51",3
20187013,11/8/2024,LOJA B,1973,Produto 24,Grupo 3,"R$ 3,33","R$ 2,04",1
20187034,11/8/2024,LOJA A,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 3,46",1
20187058,11/8/2024,LOJA A,3171,Produto 37,Grupo 3,"R$ 4,50","R$ 2,51",1
20187060,11/8/2024,LOJA B,1973,Produto 24,Grupo 3,"R$ 3,33","R$ 2,04",1
20187082,11/8/2024,LOJA B,1655,Produto 208,Grupo 10,"R$ 1,17","R$ 0,66",1
20187121,11/8/2024,LOJA B,1876,Produto 889,Grupo 4,"R$ 5,99","R$ 1,90",2
20187125,11/8/2024,LOJA B,1990,Produto 439,Grupo 3,"R$ 3,33","R$ 2,58",1
20187125,11/8/2024,LOJA B,130,Produto 41,Grupo 3,"R$ 3,00","R$ 1,66",1
20187137,11/8/2024,LOJA B,120,Produto 325,Grupo 3,"R$ 11,33","R$ 6,26",2
20187150,11/8/2024,LOJA B,120,Produto 325,Grupo 3,"R$ 11,33","R$ 6,26",2
20187152,11/8/2024,LOJA B,1882,Produto 594,Grupo 6,"R$ 2,00","R$ 1,16",1
20187153,11/8/2024,LOJA A,1948,Produto 3290,Grupo 3,"R$ 4,00","R$ 1,29",2
20187166,11/8/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20187168,11/8/2024,LOJA B,120,Produto 325,Grupo 3,"R$ 16,99","R$ 9,40",3
20187188,11/8/2024,LOJA B,3164,Produto 15,Grupo 4,"R$ 4,67","R$ 4,09",2
20187190,11/8/2024,LOJA A,8877,Produto 23,Grupo 3,"R$ 5,99","R$ 2,44",3
20187192,11/8/2024,LOJA B,1594,Produto 950,Grupo 14,"R$ 6,63","R$ 4,00",1
20187192,11/8/2024,LOJA B,120,Produto 325,Grupo 3,"R$ 5,66","R$ 3,13",1
20187192,11/8/2024,LOJA B,6539,Produto 1351,Grupo 11,"R$ 1,67","R$ 0,57",1
20187207,11/8/2024,LOJA B,1951,Produto 1115,Grupo 18,"R$ 6,63","R$ 4,01",1
20187219,11/8/2024,LOJA B,4885,Produto 1461,Grupo 5,"R$ 2,33","R$ 1,19",2
20187220,11/8/2024,LOJA B,131,Produto 781,Grupo 3,"R$ 2,66","R$ 1,50",1
20187223,11/8/2024,LOJA B,131,Produto 781,Grupo 3,"R$ 2,66","R$ 1,50",1
20187237,11/8/2024,LOJA B,1313,Produto 457,Grupo 1,"R$ 1,00","R$ 0,64",1
20187247,11/8/2024,LOJA B,1955,Produto 183,Grupo 5,"R$ 0,83","R$ 0,40",1
20187250,11/8/2024,LOJA A,7865,Produto 694,Grupo 3,"R$ 26,63","R$ 11,66",5
20187252,11/8/2024,LOJA A,5000,Produto 402,Grupo 1,"R$ 2,50","R$ 1,59",1
20187252,11/8/2024,LOJA A,609,Produto 6925,Grupo 5,"R$ 4,00","R$ 2,24",1
20187252,11/8/2024,LOJA A,5756,Produto 278,Grupo 6,"R$ 2,00","R$ 1,02",1
20187252,11/8/2024,LOJA A,1961,Produto 9520,Grupo 16,"R$ 4,00","R$ 3,35",1
20187253,11/8/2024,LOJA B,120,Produto 325,Grupo 3,"R$ 11,33","R$ 6,26",2
20187267,11/8/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 7,33","R$ 4,08",2
20187279,11/8/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 3,46",1
20187282,11/8/2024,LOJA B,98,Produto 53,Grupo 4,"R$ 1,66","R$ 1,31",1
20187282,11/8/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 3,46",1
20187309,11/8/2024,LOJA A,3182,Produto 490,Grupo 3,"R$ 4,33","R$ 2,30",1
20187311,11/8/2024,LOJA B,1952,Produto 887,Grupo 3,"R$ 5,99","R$ 3,33",2
20187321,11/8/2024,LOJA B,1973,Produto 24,Grupo 3,"R$ 6,66","R$ 4,08",2
20187339,11/8/2024,LOJA A,3182,Produto 490,Grupo 3,"R$ 8,66","R$ 4,61",2
20187340,11/8/2024,LOJA B,6287,Produto 160,Grupo 10,"R$ 1,50","R$ 0,73",1
20187342,11/8/2024,LOJA B,3243,Produto 123,Grupo 13,"R$ 2,00","R$ 1,16",1
20187354,11/8/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20187356,11/8/2024,LOJA A,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 3,46",1
20187369,11/8/2024,LOJA A,3182,Produto 490,Grupo 3,"R$ 4,33","R$ 2,30",1
20187370,11/8/2024,LOJA B,3218,Produto 2073,Grupo 2,"R$ 3,00","R$ 1,83",1
20187370,11/8/2024,LOJA B,130,Produto 41,Grupo 3,"R$ 3,00","R$ 1,66",1
20187372,11/8/2024,LOJA B,1990,Produto 439,Grupo 3,"R$ 3,33","R$ 2,58",1
20187373,11/8/2024,LOJA A,9718,Produto 178,Grupo 10,"R$ 1,00","R$ 0,27",1
20187382,11/8/2024,LOJA B,3218,Produto 2073,Grupo 2,"R$ 3,00","R$ 1,83",1
20187385,11/8/2024,LOJA B,1907,Produto 46,Grupo 5,"R$ 1,17","R$ 0,54",1
20187385,11/8/2024,LOJA B,1856,Produto 364,Grupo 5,"R$ 1,17","R$ 0,65",1
20187408,11/8/2024,LOJA A,9624,Produto 33,Grupo 1,"R$ 2,00","R$ 1,05",2
20187410,11/8/2024,LOJA B,1644,Produto 3716,Grupo 2,"R$ 3,00","R$ 1,73",1
20187410,11/8/2024,LOJA B,1906,Produto 44,Grupo 5,"R$ 0,83","R$ 0,40",1
20187425,11/8/2024,LOJA B,120,Produto 325,Grupo 3,"R$ 5,66","R$ 3,13",1
20187437,11/8/2024,LOJA B,1969,Produto 30,Grupo 1,"R$ 1,33","R$ 0,26",1
20187437,11/8/2024,LOJA B,120,Produto 325,Grupo 3,"R$ 11,33","R$ 6,26",2
20187437,11/8/2024,LOJA B,116,Produto 253,Grupo 18,"R$ 4,33","R$ 2,43",1
20187449,11/8/2024,LOJA B,91,Produto 17,Grupo 3,"R$ 3,50","R$ 2,04",1
20187449,11/8/2024,LOJA B,120,Produto 325,Grupo 3,"R$ 5,66","R$ 3,13",1
20187451,11/8/2024,LOJA B,1927,Produto 807,Grupo 2,"R$ 3,00","R$ 1,73",1
20187451,11/8/2024,LOJA B,3218,Produto 2073,Grupo 2,"R$ 5,99","R$ 3,67",2
20187453,11/8/2024,LOJA B,3193,Produto 6,Grupo 3,"R$ 4,00","R$ 2,07",1
20187464,11/8/2024,LOJA B,3095,Produto 3,Grupo 3,"R$ 2,83","R$ 1,58",1
20187507,11/8/2024,LOJA A,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 3,46",1
20187509,11/8/2024,LOJA B,120,Produto 325,Grupo 3,"R$ 11,33","R$ 6,26",2
20187528,11/8/2024,LOJA B,6539,Produto 1351,Grupo 11,"R$ 1,67","R$ 0,57",1
20187528,11/8/2024,LOJA B,88,Produto 166,Grupo 6,"R$ 4,83","R$ 3,27",1
20187529,11/8/2024,LOJA B,1927,Produto 807,Grupo 2,"R$ 3,00","R$ 1,73",1
20187529,11/8/2024,LOJA B,112,Produto 595,Grupo 3,"R$ 3,66","R$ 2,00",1
20187543,11/8/2024,LOJA B,1954,Produto 1358,Grupo 3,"R$ 3,33","R$ 2,13",1
20187544,11/8/2024,LOJA B,1669,Produto 2186,Grupo 5,"R$ 2,00","R$ 1,11",1
20187544,11/8/2024,LOJA B,1980,Produto 593,Grupo 6,"R$ 2,00","R$ 0,99",1
20187544,11/8/2024,LOJA B,9739,Produto 1552,Grupo 1,"R$ 2,33","R$ 1,33",1
20187545,11/8/2024,LOJA A,1927,Produto 807,Grupo 2,"R$ 3,00","R$ 1,73",1
20187555,11/8/2024,LOJA B,138,Produto 42,Grupo 3,"R$ 3,33","R$ 1,74",1
20187557,11/8/2024,LOJA A,1782,Produto 310,Grupo 4,"R$ 2,50","R$ 2,30",1
20187557,11/8/2024,LOJA A,2172,Produto 552,Grupo 6,"R$ 1,33","R$ 0,83",1
20187558,11/8/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20187569,11/8/2024,LOJA B,1644,Produto 3716,Grupo 2,"R$ 8,99","R$ 5,20",3
20187572,11/8/2024,LOJA A,2235,Produto 252,Grupo 6,"R$ 2,66","R$ 1,19",1
20187582,11/8/2024,LOJA B,3193,Produto 6,Grupo 3,"R$ 4,00","R$ 2,07",1
20187583,11/8/2024,LOJA B,130,Produto 41,Grupo 3,"R$ 3,00","R$ 1,66",1
20187584,11/8/2024,LOJA B,3193,Produto 6,Grupo 3,"R$ 4,00","R$ 2,07",1
20187607,11/8/2024,LOJA B,3193,Produto 6,Grupo 3,"R$ 4,00","R$ 2,07",1
20187622,11/8/2024,LOJA B,3423,Produto 21920,Grupo 17,"R$ 16,63","R$ 10,14",1
20187622,11/8/2024,LOJA B,9512,Produto 1547,Grupo 1,"R$ 2,33","R$ 1,33",1
20187624,11/8/2024,LOJA A,1903,Produto 569,Grupo 5,"R$ 1,17","R$ 0,59",1
20187624,11/8/2024,LOJA A,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 3,46",1
20187625,11/8/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20187636,11/8/2024,LOJA B,1359,Produto 5238,Grupo 2,"R$ 11,67","R$ 7,53",1
20187638,11/8/2024,LOJA A,3095,Produto 3,Grupo 3,"R$ 26,63","R$ 15,81",5
20187647,11/8/2024,LOJA B,112,Produto 595,Grupo 3,"R$ 3,66","R$ 2,00",1
20187648,11/8/2024,LOJA B,1655,Produto 208,Grupo 10,"R$ 1,17","R$ 0,66",1
20187698,11/8/2024,LOJA B,3193,Produto 6,Grupo 3,"R$ 4,00","R$ 2,07",1
20187700,11/8/2024,LOJA A,1228,Produto 7257,Grupo 15,"R$ 2,33","R$ 1,47",1
20187714,11/8/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20187731,11/8/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20187742,11/8/2024,LOJA B,1748,Produto 214,Grupo 6,"R$ 4,83","R$ 3,16",1
20187755,11/8/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20187761,11/8/2024,LOJA B,6825,Produto 3728,Grupo 1,"R$ 1,66","R$ 0,86",1
20187761,11/8/2024,LOJA B,248,Produto 455,Grupo 6,"R$ 3,00","R$ 1,73",1
20187761,11/8/2024,LOJA B,9739,Produto 1552,Grupo 1,"R$ 2,33","R$ 1,33",1
20187784,11/8/2024,LOJA B,130,Produto 41,Grupo 3,"R$ 3,00","R$ 1,66",1
20187785,11/8/2024,LOJA B,1952,Produto 887,Grupo 3,"R$ 3,00","R$ 1,67",1
20187788,11/8/2024,LOJA B,2630,Produto 4283,Grupo 4,"R$ 3,33","R$ 2,00",1
20187839,11/8/2024,LOJA B,91,Produto 17,Grupo 3,"R$ 3,50","R$ 2,04",1
20187851,11/8/2024,LOJA B,9550,Produto 992,Grupo 1,"R$ 2,33","R$ 1,33",1
20187879,11/8/2024,LOJA B,1954,Produto 1358,Grupo 3,"R$ 9,99","R$ 6,38",3
20187899,11/8/2024,LOJA B,6287,Produto 160,Grupo 10,"R$ 1,50","R$ 0,73",1
20187899,11/8/2024,LOJA B,130,Produto 41,Grupo 3,"R$ 3,00","R$ 1,66",1
20187899,11/8/2024,LOJA B,4548,Produto 22,Grupo 4,"R$ 3,83","R$ 3,07",1
20187901,11/8/2024,LOJA B,138,Produto 42,Grupo 3,"R$ 3,33","R$ 1,74",1
20187942,11/8/2024,LOJA B,3193,Produto 6,Grupo 3,"R$ 4,00","R$ 2,07",1
20187944,11/8/2024,LOJA B,138,Produto 42,Grupo 3,"R$ 3,33","R$ 1,74",1
20187948,11/8/2024,LOJA B,138,Produto 42,Grupo 3,"R$ 3,33","R$ 1,74",1
20187948,11/8/2024,LOJA B,1430,Produto 755,Grupo 1,"R$ 2,33","R$ 1,36",1
20187967,11/8/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20188012,11/8/2024,LOJA B,2855,Produto 8,Grupo 3,"R$ 9,99","R$ 6,12",3
20188012,11/8/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 3,46",1
20188023,11/8/2024,LOJA B,1952,Produto 887,Grupo 3,"R$ 3,00","R$ 1,67",1
20188033,11/8/2024,LOJA B,88,Produto 166,Grupo 6,"R$ 4,83","R$ 3,27",1
20188046,11/8/2024,LOJA B,2855,Produto 8,Grupo 3,"R$ 13,32","R$ 8,16",4
20188047,11/8/2024,LOJA B,88,Produto 166,Grupo 6,"R$ 4,83","R$ 3,27",1
20188048,11/8/2024,LOJA B,2855,Produto 8,Grupo 3,"R$ 13,32","R$ 8,16",4
20188059,11/8/2024,LOJA B,3025,Produto 162,Grupo 14,"R$ 2,33","R$ 1,27",1
20188070,11/8/2024,LOJA B,1952,Produto 887,Grupo 3,"R$ 5,99","R$ 3,33",2
20188080,11/8/2024,LOJA B,3193,Produto 6,Grupo 3,"R$ 7,99","R$ 4,14",2
20188081,11/8/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20188091,11/8/2024,LOJA B,1229,Produto 18615,Grupo 1,"R$ 2,33","R$ 1,36",1
20188094,11/8/2024,LOJA B,6539,Produto 1351,Grupo 11,"R$ 1,67","R$ 0,57",1
20188125,11/8/2024,LOJA B,130,Produto 41,Grupo 3,"R$ 3,00","R$ 1,66",1
20188165,11/8/2024,LOJA B,3164,Produto 15,Grupo 4,"R$ 2,33","R$ 2,05",1
20188168,11/8/2024,LOJA B,3193,Produto 6,Grupo 3,"R$ 4,00","R$ 2,07",1
20188186,11/8/2024,LOJA B,1823,Produto 588,Grupo 1,"R$ 2,83","R$ 1,48",1
